lat,lng
28.49,76.99
28.49,77.0
28.49,77.00999999999999
28.49,77.02
28.49,77.03
28.49,77.03999999999999
28.49,77.05
28.49,77.06
28.49,77.07
28.49,77.08
28.49,77.09
28.49,77.1
28.49,77.11
28.49,77.12
28.49,77.13
28.49,77.14
28.49,77.15
28.49,77.16
28.49,77.17
28.49,77.18
28.49,77.19
28.49,77.2
28.49,77.21000000000001
28.49,77.22
28.49,77.23
28.49,77.24000000000001
28.49,77.25
28.49,77.26
28.49,77.27
28.49,77.28
28.49,77.29
28.49,77.3
28.49,77.31
28.49,77.32000000000001
28.49,77.33
28.49,77.34
28.49,77.35000000000001
28.49,77.36
28.49,77.37
28.49,77.38000000000001
28.49,77.39
28.49,77.4
28.5,76.85
28.5,76.86
28.5,76.86999999999999
28.5,76.88
28.5,76.89
28.5,76.89999999999999
28.5,76.91
28.5,76.92
28.5,76.92999999999999
28.5,76.94
28.5,76.95
28.5,76.96
28.5,76.97
28.5,76.98
28.5,76.99
28.5,77.0
28.5,77.00999999999999
28.5,77.02
28.5,77.03
28.5,77.03999999999999
28.5,77.05
28.5,77.06
28.5,77.07
28.5,77.08
28.5,77.09
28.5,77.1
28.5,77.11
28.5,77.12
28.5,77.13
28.5,77.14
28.5,77.15
28.5,77.16
28.5,77.17
28.5,77.18
28.5,77.19
28.5,77.2
28.5,77.21000000000001
28.5,77.22
28.5,77.23
28.5,77.24000000000001
28.5,77.25
28.5,77.26
28.5,77.27
28.5,77.28
28.5,77.29
28.5,77.3
28.5,77.31
28.5,77.32000000000001
28.5,77.33
28.5,77.34
28.5,77.35000000000001
28.5,77.36
28.5,77.37
28.5,77.38000000000001
28.5,77.39
28.5,77.4
28.509999999999998,76.85
28.509999999999998,76.86
28.509999999999998,76.86999999999999
28.509999999999998,76.88
28.509999999999998,76.89
28.509999999999998,76.89999999999999
28.509999999999998,76.91
28.509999999999998,76.92
28.509999999999998,76.92999999999999
28.509999999999998,76.94
28.509999999999998,76.95
28.509999999999998,76.96
28.509999999999998,76.97
28.509999999999998,76.98
28.509999999999998,76.99
28.509999999999998,77.0
28.509999999999998,77.00999999999999
28.509999999999998,77.02
28.509999999999998,77.03
28.509999999999998,77.03999999999999
28.509999999999998,77.05
28.509999999999998,77.06
28.509999999999998,77.07
28.509999999999998,77.08
28.509999999999998,77.09
28.509999999999998,77.1
28.509999999999998,77.11
28.509999999999998,77.12
28.509999999999998,77.13
28.509999999999998,77.14
28.509999999999998,77.15
28.509999999999998,77.16
28.509999999999998,77.17
28.509999999999998,77.18
28.509999999999998,77.19
28.509999999999998,77.2
28.509999999999998,77.21000000000001
28.509999999999998,77.22
28.509999999999998,77.23
28.509999999999998,77.24000000000001
28.509999999999998,77.25
28.509999999999998,77.26
28.509999999999998,77.27
28.509999999999998,77.28
28.509999999999998,77.29
28.509999999999998,77.3
28.509999999999998,77.31
28.509999999999998,77.32000000000001
28.509999999999998,77.33
28.509999999999998,77.34
28.509999999999998,77.35000000000001
28.509999999999998,77.36
28.509999999999998,77.37
28.509999999999998,77.38000000000001
28.509999999999998,77.39
28.509999999999998,77.4
28.52,76.85
28.52,76.86
28.52,76.86999999999999
28.52,76.88
28.52,76.89
28.52,76.89999999999999
28.52,76.91
28.52,76.92
28.52,76.92999999999999
28.52,76.94
28.52,76.95
28.52,76.96
28.52,76.97
28.52,76.98
28.52,76.99
28.52,77.0
28.52,77.00999999999999
28.52,77.02
28.52,77.03
28.52,77.03999999999999
28.52,77.05
28.52,77.06
28.52,77.07
28.52,77.08
28.52,77.09
28.52,77.1
28.52,77.11
28.52,77.12
28.52,77.13
28.52,77.14
28.52,77.15
28.52,77.16
28.52,77.17
28.52,77.18
28.52,77.19
28.52,77.2
28.52,77.21000000000001
28.52,77.22
28.52,77.23
28.52,77.24000000000001
28.52,77.25
28.52,77.26
28.52,77.27
28.52,77.28
28.52,77.29
28.52,77.3
28.52,77.31
28.52,77.32000000000001
28.52,77.33
28.52,77.34
28.52,77.35000000000001
28.52,77.36
28.52,77.37
28.52,77.38000000000001
28.52,77.39
28.52,77.4
28.529999999999998,76.85
28.529999999999998,76.86
28.529999999999998,76.86999999999999
28.529999999999998,76.88
28.529999999999998,76.89
28.529999999999998,76.89999999999999
28.529999999999998,76.91
28.529999999999998,76.92
28.529999999999998,76.92999999999999
28.529999999999998,76.94
28.529999999999998,76.95
28.529999999999998,76.96
28.529999999999998,76.97
28.529999999999998,76.98
28.529999999999998,76.99
28.529999999999998,77.0
28.529999999999998,77.00999999999999
28.529999999999998,77.02
28.529999999999998,77.03
28.529999999999998,77.03999999999999
28.529999999999998,77.05
28.529999999999998,77.06
28.529999999999998,77.07
28.529999999999998,77.08
28.529999999999998,77.09
28.529999999999998,77.1
28.529999999999998,77.11
28.529999999999998,77.12
28.529999999999998,77.13
28.529999999999998,77.14
28.529999999999998,77.15
28.529999999999998,77.16
28.529999999999998,77.17
28.529999999999998,77.18
28.529999999999998,77.19
28.529999999999998,77.2
28.529999999999998,77.21000000000001
28.529999999999998,77.22
28.529999999999998,77.23
28.529999999999998,77.24000000000001
28.529999999999998,77.25
28.529999999999998,77.26
28.529999999999998,77.27
28.529999999999998,77.28
28.529999999999998,77.29
28.529999999999998,77.3
28.529999999999998,77.31
28.529999999999998,77.32000000000001
28.529999999999998,77.33
28.529999999999998,77.34
28.529999999999998,77.35000000000001
28.529999999999998,77.36
28.529999999999998,77.37
28.529999999999998,77.38000000000001
28.529999999999998,77.39
28.529999999999998,77.4
28.54,76.85
28.54,76.86
28.54,76.86999999999999
28.54,76.88
28.54,76.89
28.54,76.89999999999999
28.54,76.91
28.54,76.92
28.54,76.92999999999999
28.54,76.94
28.54,76.95
28.54,76.96
28.54,76.97
28.54,76.98
28.54,76.99
28.54,77.0
28.54,77.00999999999999
28.54,77.02
28.54,77.03
28.54,77.03999999999999
28.54,77.05
28.54,77.06
28.54,77.07
28.54,77.08
28.54,77.09
28.54,77.1
28.54,77.11
28.54,77.12
28.54,77.13
28.54,77.14
28.54,77.15
28.54,77.16
28.54,77.17
28.54,77.18
28.54,77.19
28.54,77.2
28.54,77.21000000000001
28.54,77.22
28.54,77.23
28.54,77.24000000000001
28.54,77.25
28.54,77.26
28.54,77.27
28.54,77.28
28.54,77.29
28.54,77.3
28.54,77.31
28.54,77.32000000000001
28.54,77.33
28.54,77.34
28.54,77.35000000000001
28.54,77.36
28.54,77.37
28.54,77.38000000000001
28.54,77.39
28.54,77.4
28.549999999999997,76.85
28.549999999999997,76.86
28.549999999999997,76.86999999999999
28.549999999999997,76.88
28.549999999999997,76.89
28.549999999999997,76.89999999999999
28.549999999999997,76.91
28.549999999999997,76.92
28.549999999999997,76.92999999999999
28.549999999999997,76.94
28.549999999999997,76.95
28.549999999999997,76.96
28.549999999999997,76.97
28.549999999999997,76.98
28.549999999999997,76.99
28.549999999999997,77.0
28.549999999999997,77.00999999999999
28.549999999999997,77.02
28.549999999999997,77.03
28.549999999999997,77.03999999999999
28.549999999999997,77.05
28.549999999999997,77.06
28.549999999999997,77.07
28.549999999999997,77.08
28.549999999999997,77.09
28.549999999999997,77.1
28.549999999999997,77.11
28.549999999999997,77.12
28.549999999999997,77.13
28.549999999999997,77.14
28.549999999999997,77.15
28.549999999999997,77.16
28.549999999999997,77.17
28.549999999999997,77.18
28.549999999999997,77.19
28.549999999999997,77.2
28.549999999999997,77.21000000000001
28.549999999999997,77.22
28.549999999999997,77.23
28.549999999999997,77.24000000000001
28.549999999999997,77.25
28.549999999999997,77.26
28.549999999999997,77.27
28.549999999999997,77.28
28.549999999999997,77.29
28.549999999999997,77.3
28.549999999999997,77.31
28.549999999999997,77.32000000000001
28.549999999999997,77.33
28.549999999999997,77.34
28.549999999999997,77.35000000000001
28.549999999999997,77.36
28.549999999999997,77.37
28.549999999999997,77.38000000000001
28.549999999999997,77.39
28.549999999999997,77.4
28.56,76.85
28.56,76.86
28.56,76.86999999999999
28.56,76.88
28.56,76.89
28.56,76.89999999999999
28.56,76.91
28.56,76.92
28.56,76.92999999999999
28.56,76.94
28.56,76.95
28.56,76.96
28.56,76.97
28.56,76.98
28.56,76.99
28.56,77.0
28.56,77.00999999999999
28.56,77.02
28.56,77.03
28.56,77.03999999999999
28.56,77.05
28.56,77.06
28.56,77.07
28.56,77.08
28.56,77.09
28.56,77.1
28.56,77.11
28.56,77.12
28.56,77.13
28.56,77.14
28.56,77.15
28.56,77.16
28.56,77.17
28.56,77.18
28.56,77.19
28.56,77.2
28.56,77.21000000000001
28.56,77.22
28.56,77.23
28.56,77.24000000000001
28.56,77.25
28.56,77.26
28.56,77.27
28.56,77.28
28.56,77.29
28.56,77.3
28.56,77.31
28.56,77.32000000000001
28.56,77.33
28.56,77.34
28.56,77.35000000000001
28.56,77.36
28.56,77.37
28.56,77.38000000000001
28.56,77.39
28.56,77.4
28.57,76.85
28.57,76.86
28.57,76.86999999999999
28.57,76.88
28.57,76.89
28.57,76.89999999999999
28.57,76.91
28.57,76.92
28.57,76.92999999999999
28.57,76.94
28.57,76.95
28.57,76.96
28.57,76.97
28.57,76.98
28.57,76.99
28.57,77.0
28.57,77.00999999999999
28.57,77.02
28.57,77.03
28.57,77.03999999999999
28.57,77.05
28.57,77.06
28.57,77.07
28.57,77.08
28.57,77.09
28.57,77.1
28.57,77.11
28.57,77.12
28.57,77.13
28.57,77.14
28.57,77.15
28.57,77.16
28.57,77.17
28.57,77.18
28.57,77.19
28.57,77.2
28.57,77.21000000000001
28.57,77.22
28.57,77.23
28.57,77.24000000000001
28.57,77.25
28.57,77.26
28.57,77.27
28.57,77.28
28.57,77.29
28.57,77.3
28.57,77.31
28.57,77.32000000000001
28.57,77.33
28.57,77.34
28.57,77.35000000000001
28.57,77.36
28.57,77.37
28.57,77.38000000000001
28.57,77.39
28.57,77.4
28.58,76.85
28.58,76.86
28.58,76.86999999999999
28.58,76.88
28.58,76.89
28.58,76.89999999999999
28.58,76.91
28.58,76.92
28.58,76.92999999999999
28.58,76.94
28.58,76.95
28.58,76.96
28.58,76.97
28.58,76.98
28.58,76.99
28.58,77.0
28.58,77.00999999999999
28.58,77.02
28.58,77.03
28.58,77.03999999999999
28.58,77.05
28.58,77.06
28.58,77.07
28.58,77.08
28.58,77.09
28.58,77.1
28.58,77.11
28.58,77.12
28.58,77.13
28.58,77.14
28.58,77.15
28.58,77.16
28.58,77.17
28.58,77.18
28.58,77.19
28.58,77.2
28.58,77.21000000000001
28.58,77.22
28.58,77.23
28.58,77.24000000000001
28.58,77.25
28.58,77.26
28.58,77.27
28.58,77.28
28.58,77.29
28.58,77.3
28.58,77.31
28.58,77.32000000000001
28.58,77.33
28.58,77.34
28.58,77.35000000000001
28.58,77.36
28.58,77.37
28.58,77.38000000000001
28.58,77.39
28.58,77.4
28.59,76.85
28.59,76.86
28.59,76.86999999999999
28.59,76.88
28.59,76.89
28.59,76.89999999999999
28.59,76.91
28.59,76.92
28.59,76.92999999999999
28.59,76.94
28.59,76.95
28.59,76.96
28.59,76.97
28.59,76.98
28.59,76.99
28.59,77.0
28.59,77.00999999999999
28.59,77.02
28.59,77.03
28.59,77.03999999999999
28.59,77.05
28.59,77.06
28.59,77.07
28.59,77.08
28.59,77.09
28.59,77.1
28.59,77.11
28.59,77.12
28.59,77.13
28.59,77.14
28.59,77.15
28.59,77.16
28.59,77.17
28.59,77.18
28.59,77.19
28.59,77.2
28.59,77.21000000000001
28.59,77.22
28.59,77.23
28.59,77.24000000000001
28.59,77.25
28.59,77.26
28.59,77.27
28.59,77.28
28.59,77.29
28.59,77.3
28.59,77.31
28.59,77.32000000000001
28.59,77.33
28.59,77.34
28.59,77.35000000000001
28.59,77.36
28.59,77.37
28.59,77.38000000000001
28.59,77.39
28.59,77.4
28.599999999999998,76.85
28.599999999999998,76.86
28.599999999999998,76.86999999999999
28.599999999999998,76.88
28.599999999999998,76.89
28.599999999999998,76.89999999999999
28.599999999999998,76.91
28.599999999999998,76.92
28.599999999999998,76.92999999999999
28.599999999999998,76.94
28.599999999999998,76.95
28.599999999999998,76.96
28.599999999999998,76.97
28.599999999999998,76.98
28.599999999999998,76.99
28.599999999999998,77.0
28.599999999999998,77.00999999999999
28.599999999999998,77.02
28.599999999999998,77.03
28.599999999999998,77.03999999999999
28.599999999999998,77.05
28.599999999999998,77.06
28.599999999999998,77.07
28.599999999999998,77.08
28.599999999999998,77.09
28.599999999999998,77.1
28.599999999999998,77.11
28.599999999999998,77.12
28.599999999999998,77.13
28.599999999999998,77.14
28.599999999999998,77.15
28.599999999999998,77.16
28.599999999999998,77.17
28.599999999999998,77.18
28.599999999999998,77.19
28.599999999999998,77.2
28.599999999999998,77.21000000000001
28.599999999999998,77.22
28.599999999999998,77.23
28.599999999999998,77.24000000000001
28.599999999999998,77.25
28.599999999999998,77.26
28.599999999999998,77.27
28.599999999999998,77.28
28.599999999999998,77.29
28.599999999999998,77.3
28.599999999999998,77.31
28.599999999999998,77.32000000000001
28.599999999999998,77.33
28.599999999999998,77.34
28.599999999999998,77.35000000000001
28.599999999999998,77.36
28.599999999999998,77.37
28.599999999999998,77.38000000000001
28.599999999999998,77.39
28.599999999999998,77.4
28.61,76.85
28.61,76.86
28.61,76.86999999999999
28.61,76.88
28.61,76.89
28.61,76.89999999999999
28.61,76.91
28.61,76.92
28.61,76.92999999999999
28.61,76.94
28.61,76.95
28.61,76.96
28.61,76.97
28.61,76.98
28.61,76.99
28.61,77.0
28.61,77.00999999999999
28.61,77.02
28.61,77.03
28.61,77.03999999999999
28.61,77.05
28.61,77.06
28.61,77.07
28.61,77.08
28.61,77.09
28.61,77.1
28.61,77.11
28.61,77.12
28.61,77.13
28.61,77.14
28.61,77.15
28.61,77.16
28.61,77.17
28.61,77.18
28.61,77.19
28.61,77.2
28.61,77.21000000000001
28.61,77.22
28.61,77.23
28.61,77.24000000000001
28.61,77.25
28.61,77.26
28.61,77.27
28.61,77.28
28.61,77.29
28.61,77.3
28.61,77.31
28.61,77.32000000000001
28.61,77.33
28.61,77.34
28.61,77.35000000000001
28.61,77.36
28.61,77.37
28.61,77.38000000000001
28.61,77.39
28.61,77.4
28.619999999999997,76.85
28.619999999999997,76.86
28.619999999999997,76.86999999999999
28.619999999999997,76.88
28.619999999999997,76.89
28.619999999999997,76.89999999999999
28.619999999999997,76.91
28.619999999999997,76.92
28.619999999999997,76.92999999999999
28.619999999999997,76.94
28.619999999999997,76.95
28.619999999999997,76.96
28.619999999999997,76.97
28.619999999999997,76.98
28.619999999999997,76.99
28.619999999999997,77.0
28.619999999999997,77.00999999999999
28.619999999999997,77.02
28.619999999999997,77.03
28.619999999999997,77.03999999999999
28.619999999999997,77.05
28.619999999999997,77.06
28.619999999999997,77.07
28.619999999999997,77.08
28.619999999999997,77.09
28.619999999999997,77.1
28.619999999999997,77.11
28.619999999999997,77.12
28.619999999999997,77.13
28.619999999999997,77.14
28.619999999999997,77.15
28.619999999999997,77.16
28.619999999999997,77.17
28.619999999999997,77.18
28.619999999999997,77.19
28.619999999999997,77.2
28.619999999999997,77.21000000000001
28.619999999999997,77.22
28.619999999999997,77.23
28.619999999999997,77.24000000000001
28.619999999999997,77.25
28.619999999999997,77.26
28.619999999999997,77.27
28.619999999999997,77.28
28.619999999999997,77.29
28.619999999999997,77.3
28.619999999999997,77.31
28.619999999999997,77.32000000000001
28.619999999999997,77.33
28.619999999999997,77.34
28.619999999999997,77.35000000000001
28.619999999999997,77.36
28.619999999999997,77.37
28.619999999999997,77.38000000000001
28.619999999999997,77.39
28.619999999999997,77.4
28.63,76.85
28.63,76.86
28.63,76.86999999999999
28.63,76.88
28.63,76.89
28.63,76.89999999999999
28.63,76.91
28.63,76.92
28.63,76.92999999999999
28.63,76.94
28.63,76.95
28.63,76.96
28.63,76.97
28.63,76.98
28.63,76.99
28.63,77.0
28.63,77.00999999999999
28.63,77.02
28.63,77.03
28.63,77.03999999999999
28.63,77.05
28.63,77.06
28.63,77.07
28.63,77.08
28.63,77.09
28.63,77.1
28.63,77.11
28.63,77.12
28.63,77.13
28.63,77.14
28.63,77.15
28.63,77.16
28.63,77.17
28.63,77.18
28.63,77.19
28.63,77.2
28.63,77.21000000000001
28.63,77.22
28.63,77.23
28.63,77.24000000000001
28.63,77.25
28.63,77.26
28.63,77.27
28.63,77.28
28.63,77.29
28.63,77.3
28.63,77.31
28.63,77.32000000000001
28.63,77.33
28.63,77.34
28.63,77.35000000000001
28.63,77.36
28.63,77.37
28.63,77.38000000000001
28.63,77.39
28.63,77.4
28.639999999999997,76.85
28.639999999999997,76.86
28.639999999999997,76.86999999999999
28.639999999999997,76.88
28.639999999999997,76.89
28.639999999999997,76.89999999999999
28.639999999999997,76.91
28.639999999999997,76.92
28.639999999999997,76.92999999999999
28.639999999999997,76.94
28.639999999999997,76.95
28.639999999999997,76.96
28.639999999999997,76.97
28.639999999999997,76.98
28.639999999999997,76.99
28.639999999999997,77.0
28.639999999999997,77.00999999999999
28.639999999999997,77.02
28.639999999999997,77.03
